GameState, Visists, blacksturn
[ 0.  0.  0.  0. -1.  1. -1. -1.  0. -1.  0.  1. -1.  1.  0.  1.  1.  1. 0.  1.  0.  1.  0.  0.  1.][21, 30, 10, 31, 0, 0, 0, 0, 21, 0, 11, 0, 0, 0, 31, 0, 0, 0, 41, 0, 11, 0, 21, 29, 0, 11]True
[ 0.  0.  0.  0. -1.  1. -1. -1.  0. -1.  0.  1. -1.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][25, 19, 32, 59, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 17, 25, 0, 12]False
[ 0.  0.  0.  0. -1.  1. -1. -1.  0. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][8, 7, 17, 8, 0, 0, 0, 0, 8, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 16, 7, 0, 9]True
[ 0.  0.  0.  0. -1.  1. -1. -1.  0. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]False
[-1.  0.  0.  0. -1.  1. -1. -1.  0. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][0, 24, 16, 37, 0, 0, 0, 0, 23, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 22, 0, 9]True
[-1.  0.  0.  1. -1.  1. -1. -1.  0. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][0, 28, 28, 0, 0, 0, 0, 0, 52, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 0, 9]False
[-1.  0.  0.  1. -1.  1. -1. -1. -1. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][0, 31, 11, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 11, 10, 0, 7]True
[ 0.  1.  0.  1. -1.  1. -1. -1. -1. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 8]False
[ 0.  1. -1.  0. -1.  1. -1. -1. -1. -1.  0.  1. -1.  1. -1.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][5, 0, 0, 39, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7, 7, 0, 5]True
[0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1.][0, 0, 40, 0, 23, 0, 31, 23, 42, 23, 0, 0, 33, 0, 24, 0, 0, 0, 0, 0, 0, 0, 22, 36, 0, 15]False
[ 0.  1. -1.  1.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  0.  1.][11, 0, 0, 0, 10, 0, 22, 21, 22, 20, 11, 0, 22, 0, 22, 0, 0, 0, 0, 0, 11, 0, 9, 9, 0, 11]True
[0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0. 1.][0, 0, 0, 0, 19, 0, 0, 0, 19, 23, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 27, 18, 0, 14]False
[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1. -1.  0.  1.][17, 0, 17, 0, 16, 0, 17, 0, 16, 13, 17, 0, 17, 0, 16, 0, 0, 0, 0, 0, 17, 0, 0, 18, 0, 6]True
[0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1.][0, 0, 0, 0, 22, 0, 0, 0, 16, 16, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]False
[ 0.  1.  0.  1. -1.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][5, 0, 5, 0, 0, 0, 5, 0, 4, 13, 5, 0, 5, 0, 4, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5]True
[ 0.  1.  0.  1. -1.  1.  0.  1.  0.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]False
[ 0.  1.  0.  1. -1.  1.  0.  1. -1.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][5, 0, 13, 0, 0, 0, 5, 0, 0, 13, 5, 0, 5, 0, 3, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5]True
[ 0.  1.  0.  1. -1.  1.  0.  1. -1.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]False
[ 0.  1. -1.  0. -1.  1.  0.  1. -1.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][5, 0, 0, 0, 0, 0, 5, 0, 0, 12, 5, 0, 5, 0, 13, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5]True
[ 0.  1. -1.  0. -1.  1.  0.  1. -1.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]False
[ 0.  1. -1. -1. -1.  1.  0.  1. -1.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][4, 0, 0, 0, 0, 0, 4, 0, 0, 6, 4, 0, 4, 0, 10, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 4]True
[ 0.  1. -1. -1. -1.  1.  0.  1. -1.  0.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]False
[ 0.  1. -1. -1. -1.  1.  0.  1. -1. -1.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 7, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2]True
[ 0.  1. -1. -1. -1.  1.  0.  1. -1. -1.  0.  1.  0.  1.  0.  1.  1.  1. 1.  1.  0.  1.  0.  1.  1.][0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]False
[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.][72, 71, 164, 186, 49, 117, 187, 94, 118, 48, 118, 95, 118, 94, 118, 71, 140, 141, 95, 48, 48, 72, 0, 94, 94, 26]False
[ 0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 0.  0.  0.  0.  1.  0.  0.][91, 69, 0, 157, 24, 68, 112, 112, 134, 157, 135, 24, 134, 157, 91, 90, 157, 112, 113, 69, 91, 112, 0, 68, 69, 25]True
[ 0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. 0.  0.  0.  0.  1.  0.  0.][66, 128, 0, 44, 65, 150, 108, 108, 149, 65, 86, 129, 129, 0, 108, 107, 171, 65, 87, 86, 108, 87, 0, 44, 108, 68]False
[ 0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0. -1.  0. 0.  0.  0.  0.  1.  0.  0.][42, 103, 0, 62, 63, 123, 122, 223, 83, 142, 82, 42, 142, 0, 42, 103, 0, 142, 143, 102, 63, 102, 0, 102, 123, 23]True
[ 0.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0. -1.  0. 0.  0.  0.  0.  1.  0.  0.][117, 117, 0, 97, 135, 97, 154, 0, 98, 78, 78, 98, 212, 0, 136, 78, 0, 97, 78, 59, 78, 155, 0, 59, 59, 42]False
[ 0.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.  1.  0.  0. -1.  0. 0.  0.  0.  0.  1.  0.  0.][56, 93, 0, 111, 56, 74, 92, 0, 201, 110, 56, 201, 0, 0, 75, 56, 0, 183, 128, 147, 75, 56, 0, 92, 111, 40]True
[ 0.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  1. -1.  1.  0.  0. -1.  0. 0.  0.  0.  0.  1.  0.  0.][87, 87, 0, 121, 70, 156, 156, 0, 190, 70, 36, 0, 0, 0, 87, 88, 0, 156, 156, 88, 53, 70, 0, 121, 71, 38]False
[ 0.  0. -1.  0.  0.  0.  0.  1. -1.  0.  0.  1. -1.  1.  0.  0. -1.  0. 0.  0.  0.  0.  1.  0.  0.][67, 34, 0, 83, 82, 82, 98, 0, 0, 51, 98, 0, 0, 0, 99, 131, 0, 386, 114, 83, 50, 67, 0, 51, 67, 70]True
[ 0.  0. -1.  0.  0.  0.  0.  1. -1.  0.  0.  1.  0.  1.  0.  0. -1.  1. 0.  0.  0.  0.  1.  0.  0.][34, 34, 0, 64, 48, 33, 98, 0, 0, 34, 33, 0, 0, 0, 48, 63, 0, 0, 34, 33, 49, 48, 0, 63, 34, 51]False
[ 0.  0. -1.  0.  0.  0. -1.  1. -1.  0.  0.  1.  0.  1.  0.  0. -1.  1. 0.  0.  0.  0.  1.  0.  0.][33, 17, 0, 17, 17, 17, 0, 0, 0, 17, 17, 0, 33, 0, 33, 17, 0, 0, 17, 17, 17, 33, 0, 17, 17, 18]True
[ 0.  0. -1.  0.  0.  0. -1.  1. -1.  0.  0.  1.  0.  1.  1.  0. -1.  1. 0.  0.  0.  0.  1.  0.  0.][43, 73, 0, 87, 114, 129, 0, 0, 0, 87, 87, 0, 272, 0, 0, 87, 0, 0, 115, 72, 58, 58, 0, 59, 72, 47]False
[ 0.  0. -1.  0.  0.  0. -1.  0. -1.  0.  0.  1. -1.  1.  1.  0. -1.  1. 0.  0.  0.  0.  1.  0.  0.][31, 16, 0, 16, 31, 16, 0, 0, 0, 44, 16, 0, 0, 0, 0, 16, 0, 0, 31, 16, 30, 16, 0, 16, 31, 17]True
